"State","CIP","Education level","Population size","ACS n-size","Coverage level","Median"
"OK","56","Bachelor's degree",208,8,"100.0%",67627.287
"OK","62","Bachelor's degree",19010,692,"100.0%",51572.6
"OK","21","Bachelor's degree",2402,79,"100.0%",49378.654
"OK","53","Bachelor's degree",2721,104,"100.0%",40405.8
"OK","55","Bachelor's degree",3095,126,"100.0%",42184.24
"OK","36","Bachelor's degree",2701,105,"100.0%",39092.6115
"OK","23","Bachelor's degree",9118,400,"100.0%",35856.604
"OK","40","Bachelor's degree",945,31,"100.0%",30304.35
"OK","37","Bachelor's degree",597,27,"100.0%",36911.21
"OK","13","Bachelor's degree",732,34,"100.0%",38688.5535
"OK","25","Bachelor's degree",899,42,"100.0%",65659.425
"OK","60","Bachelor's degree",3093,127,"100.0%",32414.1
"OK","48","Bachelor's degree",370,13,"100.0%",27419.756
"OK","50","Bachelor's degree",1517,61,"100.0%",45084.858
"OK","34","Bachelor's degree",1636,56,"100.0%",33006.464
"OK","49","Bachelor's degree",548,21,"100.0%",35655.51
"OK","26","Bachelor's degree",568,19,"100.0%",37965.816
"OK","11","Bachelor's degree",1541,89,"100.0%",46695.0315
"OK","64","Bachelor's degree",910,37,"100.0%",37375.365
"OK","20","Bachelor's degree",125,5,"100.0%",21468.98
"OK","54","Bachelor's degree",640,24,"100.0%",35791.3844
"OK","15","Bachelor's degree",193,7,"100.0%",53635.504
"OK","59","Bachelor's degree",542,20,"100.0%",41258.08
"OK","51","Bachelor's degree",66,3,"100.0%",25762.776
"OK","29","Bachelor's degree",890,35,"100.0%",31638.18
"OK","14","Bachelor's degree",287,11,"100.0%",48486.96
"OK","32","Bachelor's degree",109,4,"100.0%",29294.205
"OK","22","Bachelor's degree",208,9,"100.0%",37033.9905
"OK","57","Bachelor's degree",53,3,"100.0%",27419.756
"OK","All","Bachelor's degree",78726,3026,"100.0%",42426.09
"ME","52","Bachelor's degree",2018,90,"100.0%",37132.272
"ME","19","Bachelor's degree",2476,80,"100.0%",38789.568
"ME","24","Bachelor's degree",2145,75,"100.0%",70230.55
"ME","61","Bachelor's degree",2944,114,"100.0%",50507.25
"ME","41","Bachelor's degree",671,27,"100.0%",32203.47
"ME","33","Bachelor's degree",928,39,"100.0%",35655.51
"ME","56","Bachelor's degree",206,10,"100.0%",64649.28
"ME","62","Bachelor's degree",4557,164,"100.0%",44293.452
"ME","21","Bachelor's degree",795,34,"100.0%",68700.736
"ME","53","Bachelor's degree",1082,37,"100.0%",40405.8
"ME","55","Bachelor's degree",1752,58,"100.0%",37570.715
"ME","36","Bachelor's degree",2039,78,"100.0%",44299.27
"ME","23","Bachelor's degree",2725,113,"100.0%",36911.21
"ME","40","Bachelor's degree",545,18,"100.0%",31638.18
"ME","37","Bachelor's degree",351,9,"100.0%",48305.205
"ME","13","Bachelor's degree",948,48,"100.0%",30304.35
"ME","25","Bachelor's degree",283,13,"100.0%",57966.246
"ME","60","Bachelor's degree",1996,80,"100.0%",28284.06
"ME","48","Bachelor's degree",155,5,"100.0%",32829.7125
"ME","50","Bachelor's degree",778,27,"100.0%",40791.062
"ME","34","Bachelor's degree",289,16,"100.0%",30304.35
"ME","49","Bachelor's degree",142,6,"100.0%",34274.695
"ME","26","Bachelor's degree",322,12,"100.0%",22223.19
"ME","11","Bachelor's degree",226,15,"100.0%",30304.35
"ME","64","Bachelor's degree",584,24,"100.0%",39195.176
"ME","20","Bachelor's degree",324,8,"100.0%",26817.752
"ME","54","Bachelor's degree",318,12,"100.0%",44352.436
"ME","15","Bachelor's degree",112,5,"100.0%",20595.8302
"ME","59","Bachelor's degree",154,9,"100.0%",53672.45
"ME","29","Bachelor's degree",154,6,"100.0%",28379.211
"ME","14","Bachelor's degree",116,4,"100.0%",41864.511
"ME","32","Bachelor's degree",99,2,"100.0%",34575.04
"ME","22","Bachelor's degree",122,2,"100.0%",9866.172
"ME","57","Bachelor's degree",33,1,"100.0%",52730.3
"ME","35","Bachelor's degree",21,2,"100.0%",36389.9211
"ME","All","Bachelor's degree",32410,1243,"100.0%",40405.8
"TN","52","Bachelor's degree",7099,307,"100.0%",31743.6406
"TN","19","Bachelor's degree",11453,555,"100.0%",42937.96
"TN","24","Bachelor's degree",8842,428,"100.0%",69774.185
"TN","61","Bachelor's degree",13925,628,"100.0%",47446.792
"TN","41","Bachelor's degree",3691,172,"100.0%",39607.7568
"TN","33","Bachelor's degree",3395,179,"100.0%",41057.86
"TN","56","Bachelor's degree",769,32,"100.0%",71713.208
"TN","62","Bachelor's degree",36656,1597,"100.0%",48621.15
"TN","21","Bachelor's degree",5369,218,"100.0%",58792.764
"TN","53","Bachelor's degree",4313,185,"100.0%",42184.24
"TN","55","Bachelor's degree",6789,323,"100.0%",39761.296
"TN","36","Bachelor's degree",5250,229,"100.0%",41258.08
"TN","23","Bachelor's degree",13570,623,"100.0%",38385.51
"TN","40","Bachelor's degree",1663,85,"100.0%",34350.368
"TN","37","Bachelor's degree",818,43,"100.0%",40405.8
"TN","13","Bachelor's degree",1132,59,"100.0%",37570.715
"TN","25","Bachelor's degree",1469,71,"100.0%",65480.389
"TN","60","Bachelor's degree",11500,543,"100.0%",36100.82
"TN","48","Bachelor's degree",826,38,"100.0%",30304.35
"TN","50","Bachelor's degree",4013,140,"100.0%",40841.766
"TN","34","Bachelor's degree",1017,52,"100.0%",37570.715
"TN","49","Bachelor's degree",1135,60,"100.0%",32414.1
"TN","26","Bachelor's degree",1081,54,"100.0%",34350.368
"TN","11","Bachelor's degree",2173,107,"100.0%",43238.846
"TN","64","Bachelor's degree",2835,122,"100.0%",40405.8
"TN","20","Bachelor's degree",687,34,"100.0%",35355.075
"TN","54","Bachelor's degree",2459,101,"100.0%",33006.464
"TN","15","Bachelor's degree",289,14,"100.0%",20202.9
"TN","59","Bachelor's degree",638,30,"100.0%",70658.602
"TN","51","Bachelor's degree",142,5,"100.0%",30304.35
"TN","29","Bachelor's degree",1982,90,"100.0%",33747.392
"TN","14","Bachelor's degree",638,35,"100.0%",37965.816
"TN","32","Bachelor's degree",340,18,"100.0%",42426.09
"TN","22","Bachelor's degree",156,7,"100.0%",52730.3
"TN","57","Bachelor's degree",188,5,"100.0%",50507.25
"TN","All","Bachelor's degree",158302,7189,"100.0%",42426.09
"WV","52","Bachelor's degree",1069,47,"100.0%",30304.35
"WV","19","Bachelor's degree",1022,48,"100.0%",30943.56
"WV","24","Bachelor's degree",1685,81,"100.0%",74264.544
"WV","61","Bachelor's degree",2896,145,"100.0%",49701.62
"WV","41","Bachelor's degree",470,21,"100.0%",32414.1
"WV","33","Bachelor's degree",528,29,"100.0%",23620.2508
"WV","56","Bachelor's degree",37,2,"100.0%",111115.95
"WV","62","Bachelor's degree",5878,261,"100.0%",42184.24
"WV","21","Bachelor's degree",767,44,"100.0%",46158.307
"WV","53","Bachelor's degree",2073,85,"100.0%",32203.47
"WV","55","Bachelor's degree",1381,57,"100.0%",40791.062
"WV","36","Bachelor's degree",879,45,"100.0%",42931.1625
"WV","23","Bachelor's degree",2780,137,"100.0%",35856.604
"WV","40","Bachelor's degree",178,7,"100.0%",34575.04
"WV","37","Bachelor's degree",145,7,"100.0%",37816.45
"WV","13","Bachelor's degree",434,18,"100.0%",37235.4172
"WV","25","Bachelor's degree",204,13,"100.0%",63276.36
"WV","60","Bachelor's degree",1368,53,"100.0%",25762.776
"WV","48","Bachelor's degree",105,3,"100.0%",28983.123
"WV","50","Bachelor's degree",410,24,"100.0%",38896.92
"WV","34","Bachelor's degree",334,13,"100.0%",26836.225
"WV","49","Bachelor's degree",189,6,"100.0%",61618.845
"WV","26","Bachelor's degree",85,8,"100.0%",46415.34
"WV","11","Bachelor's degree",214,14,"100.0%",50093.785
"WV","64","Bachelor's degree",297,18,"100.0%",41258.08
"WV","20","Bachelor's degree",68,2,"100.0%",39653.249
"WV","54","Bachelor's degree",563,24,"100.0%",36497.266
"WV","15","Bachelor's degree",24,1,"100.0%",54839.512
"WV","59","Bachelor's degree",117,7,"100.0%",70230.55
"WV","51","Bachelor's degree",30,1,"100.0%",40075.028
"WV","29","Bachelor's degree",186,11,"100.0%",25762.776
"WV","14","Bachelor's degree",75,3,"100.0%",42937.96
"WV","32","Bachelor's degree",28,1,"100.0%",85875.92
"WV","22","Bachelor's degree",62,4,"100.0%",40075.028
"WV","All","Bachelor's degree",26581,1240,"100.0%",39329.108
"OR","52","Bachelor's degree",5443,251,"100.0%",37880.4375
"OR","19","Bachelor's degree",6935,314,"100.0%",43218.8
"OR","24","Bachelor's degree",7321,342,"100.0%",72201.64
"OR","61","Bachelor's degree",8699,406,"100.0%",61887.12
"OR","41","Bachelor's degree",2151,89,"100.0%",33958.3132
"OR","33","Bachelor's degree",3390,158,"100.0%",36100.82
"OR","56","Bachelor's degree",486,23,"100.0%",70710.15
"OR","62","Bachelor's degree",19193,874,"100.0%",51675.694
"OR","21","Bachelor's degree",4199,197,"100.0%",72201.64
"OR","53","Bachelor's degree",1895,79,"100.0%",43320.984
"OR","55","Bachelor's degree",11991,529,"100.0%",37965.816
"OR","36","Bachelor's degree",5026,230,"100.0%",41057.86
"OR","23","Bachelor's degree",3332,174,"100.0%",34037.916
"OR","40","Bachelor's degree",1216,60,"100.0%",43320.984
"OR","37","Bachelor's degree",663,37,"100.0%",55698.408
"OR","13","Bachelor's degree",2220,114,"100.0%",41258.08
"OR","25","Bachelor's degree",480,20,"100.0%",70710.15
"OR","60","Bachelor's degree",9873,458,"100.0%",36911.21
"OR","48","Bachelor's degree",959,46,"100.0%",37570.715
"OR","50","Bachelor's degree",2757,121,"100.0%",45875.361
"OR","34","Bachelor's degree",2104,77,"100.0%",36497.266
"OR","49","Bachelor's degree",818,41,"100.0%",30943.56
"OR","26","Bachelor's degree",2171,102,"100.0%",34274.695
"OR","11","Bachelor's degree",1428,78,"100.0%",41258.08
"OR","64","Bachelor's degree",2066,88,"100.0%",38644.164
"OR","20","Bachelor's degree",278,15,"100.0%",47231.756
"OR","54","Bachelor's degree",1119,50,"100.0%",37570.715
"OR","15","Bachelor's degree",838,36,"100.0%",42184.24
"OR","59","Bachelor's degree",519,14,"100.0%",32203.47
"OR","51","Bachelor's degree",105,6,"100.0%",65659.425
"OR","29","Bachelor's degree",1408,73,"100.0%",36365.22
"OR","14","Bachelor's degree",834,41,"100.0%",48621.15
"OR","32","Bachelor's degree",47,3,"100.0%",45379.74
"OR","22","Bachelor's degree",211,12,"100.0%",32903.7072
"OR","57","Bachelor's degree",10,1,"100.0%",43238.846
"OR","All","Bachelor's degree",112185,5159,"100.0%",44623.411
"AK","52","Bachelor's degree",321,16,"100.0%",47457.27
"AK","19","Bachelor's degree",747,21,"100.0%",45456.525
"AK","24","Bachelor's degree",1829,55,"100.0%",94914.54
"AK","61","Bachelor's degree",1448,51,"100.0%",65480.389
"AK","41","Bachelor's degree",181,9,"100.0%",21468.98
"AK","33","Bachelor's degree",410,21,"100.0%",36365.22
"AK","56","Bachelor's degree",148,5,"100.0%",77288.328
"AK","62","Bachelor's degree",4215,115,"100.0%",54547.83
"AK","21","Bachelor's degree",284,5,"100.0%",49194.0615
"AK","53","Bachelor's degree",652,15,"100.0%",49271.3091
"AK","55","Bachelor's degree",716,32,"100.0%",48305.205
"AK","36","Bachelor's degree",863,27,"100.0%",48305.205
"AK","23","Bachelor's degree",1277,52,"100.0%",51862.56
"AK","40","Bachelor's degree",277,8,"100.0%",52730.3
"AK","37","Bachelor's degree",195,6,"100.0%",40405.8
"AK","13","Bachelor's degree",738,19,"100.0%",39395.655
"AK","25","Bachelor's degree",156,3,"100.0%",97242.3
"AK","60","Bachelor's degree",1012,28,"100.0%",32829.7125
"AK","48","Bachelor's degree",194,5,"100.0%",38644.164
"AK","50","Bachelor's degree",927,20,"100.0%",50541.148
"AK","34","Bachelor's degree",249,9,"100.0%",47457.27
"AK","49","Bachelor's degree",51,2,"100.0%",45456.525
"AK","26","Bachelor's degree",98,5,"100.0%",56184.44
"AK","11","Bachelor's degree",64,5,"100.0%",25253.625
"AK","64","Bachelor's degree",69,4,"100.0%",40405.8
"AK","54","Bachelor's degree",241,11,"100.0%",40085.437
"AK","15","Bachelor's degree",22,3,"100.0%",71713.208
"AK","59","Bachelor's degree",247,9,"100.0%",82115.72
"AK","29","Bachelor's degree",51,2,"100.0%",30943.56
"AK","14","Bachelor's degree",225,4,"100.0%",6704.438
"AK","22","Bachelor's degree",42,1,"100.0%",21819.132
"AK","57","Bachelor's degree",44,1,"100.0%",46264.641
"AK","All","Bachelor's degree",17993,569,"100.0%",50541.148
"AR","52","Bachelor's degree",2514,102,"100.0%",36497.266
"AR","19","Bachelor's degree",2470,107,"100.0%",39195.176
"AR","24","Bachelor's degree",3574,146,"100.0%",63276.36
"AR","61","Bachelor's degree",5285,227,"100.0%",49509.696
"AR","41","Bachelor's degree",903,37,"100.0%",37132.272
"AR","33","Bachelor's degree",1160,46,"100.0%",37132.272
"AR","56","Bachelor's degree",95,5,"100.0%",85875.92
"AR","62","Bachelor's degree",12151,513,"100.0%",48305.205
"AR","21","Bachelor's degree",2187,97,"100.0%",68689.86
"AR","53","Bachelor's degree",1426,64,"100.0%",33598.9537
"AR","55","Bachelor's degree",2073,98,"100.0%",35423.817
"AR","36","Bachelor's degree",2586,110,"100.0%",36911.21
"AR","23","Bachelor's degree",5914,272,"100.0%",37072.3215
"AR","40","Bachelor's degree",701,20,"100.0%",30809.4225
"AR","37","Bachelor's degree",464,17,"100.0%",35355.075
"AR","13","Bachelor's degree",480,21,"100.0%",49254.8417
"AR","25","Bachelor's degree",500,25,"100.0%",45084.858
"AR","60","Bachelor's degree",2162,91,"100.0%",35355.075
"AR","48","Bachelor's degree",101,6,"100.0%",23615.878
"AR","50","Bachelor's degree",852,38,"100.0%",38896.92
"AR","34","Bachelor's degree",583,30,"100.0%",31638.18
"AR","49","Bachelor's degree",274,17,"100.0%",33747.392
"AR","26","Bachelor's degree",434,19,"100.0%",29912.108
"AR","11","Bachelor's degree",1438,74,"100.0%",51572.6
"AR","64","Bachelor's degree",1064,49,"100.0%",32414.1
"AR","20","Bachelor's degree",127,5,"100.0%",30056.572
"AR","54","Bachelor's degree",635,24,"100.0%",29528.968
"AR","15","Bachelor's degree",33,3,"100.0%",52169.6214
"AR","59","Bachelor's degree",207,9,"100.0%",83729.022
"AR","51","Bachelor's degree",158,7,"100.0%",37570.715
"AR","29","Bachelor's degree",585,20,"100.0%",31638.18
"AR","14","Bachelor's degree",229,12,"100.0%",48305.205
"AR","32","Bachelor's degree",54,3,"100.0%",32414.1
"AR","22","Bachelor's degree",36,2,"100.0%",44293.452
"AR","57","Bachelor's degree",84,2,"100.0%",75141.43
"AR","All","Bachelor's degree",53539,2318,"100.0%",42186.5457
"NM","52","Bachelor's degree",1907,73,"100.0%",29423.5074
"NM","19","Bachelor's degree",1010,38,"100.0%",39395.655
"NM","24","Bachelor's degree",2623,100,"100.0%",69107.284
"NM","61","Bachelor's degree",2982,101,"100.0%",45456.525
"NM","41","Bachelor's degree",364,15,"100.0%",50507.25
"NM","33","Bachelor's degree",904,41,"100.0%",34951.017
"NM","56","Bachelor's degree",57,5,"100.0%",96610.41
"NM","62","Bachelor's degree",4934,209,"100.0%",43320.984
"NM","21","Bachelor's degree",869,32,"100.0%",48621.15
"NM","53","Bachelor's degree",1199,47,"100.0%",45456.525
"NM","55","Bachelor's degree",2432,102,"100.0%",38958.671
"NM","36","Bachelor's degree",995,42,"100.0%",31333.63
"NM","23","Bachelor's degree",2853,114,"100.0%",37132.272
"NM","40","Bachelor's degree",213,12,"100.0%",49461.0214
"NM","37","Bachelor's degree",127,6,"100.0%",42184.24
"NM","13","Bachelor's degree",537,20,"100.0%",44293.452
"NM","25","Bachelor's degree",163,7,"100.0%",64406.94
"NM","60","Bachelor's degree",2142,78,"100.0%",24243.48
"NM","48","Bachelor's degree",257,12,"100.0%",37816.45
"NM","50","Bachelor's degree",625,25,"100.0%",40405.8
"NM","34","Bachelor's degree",396,20,"100.0%",25931.28
"NM","49","Bachelor's degree",174,6,"100.0%",36365.22
"NM","26","Bachelor's degree",258,15,"100.0%",34887.0925
"NM","11","Bachelor's degree",510,25,"100.0%",42098.02
"NM","64","Bachelor's degree",635,23,"100.0%",36497.266
"NM","20","Bachelor's degree",16,1,"100.0%",19597.588
"NM","54","Bachelor's degree",412,16,"100.0%",30304.35
"NM","15","Bachelor's degree",156,10,"100.0%",31975.012
"NM","59","Bachelor's degree",82,4,"100.0%",64828.2
"NM","51","Bachelor's degree",23,1,"100.0%",43320.984
"NM","29","Bachelor's degree",239,10,"100.0%",19556.507
"NM","14","Bachelor's degree",309,11,"100.0%",28284.06
"NM","32","Bachelor's degree",25,3,"100.0%",39864.1068
"NM","22","Bachelor's degree",189,4,"100.0%",33006.464
"NM","57","Bachelor's degree",79,2,"100.0%",70710.15
"NM","All","Bachelor's degree",30696,1230,"100.0%",38896.92
"WY","52","Bachelor's degree",473,24,"100.0%",27011.75
"WY","19","Bachelor's degree",547,21,"100.0%",41258.08
"WY","24","Bachelor's degree",1041,43,"100.0%",75931.632
"WY","61","Bachelor's degree",784,31,"100.0%",55819.348
"WY","41","Bachelor's degree",395,20,"100.0%",46415.34
"WY","33","Bachelor's degree",233,9,"100.0%",23723.396
"WY","56","Bachelor's degree",48,3,"100.0%",49355.5608
"WY","62","Bachelor's degree",2143,76,"100.0%",47540.68
"WY","21","Bachelor's degree",261,11,"100.0%",54547.83
"WY","53","Bachelor's degree",312,18,"100.0%",43436.235
"WY","55","Bachelor's degree",539,22,"100.0%",48621.15
"WY","36","Bachelor's degree",519,27,"100.0%",52730.3
"WY","23","Bachelor's degree",1232,72,"100.0%",47457.27
"WY","40","Bachelor's degree",93,3,"100.0%",48511.876
"WY","37","Bachelor's degree",69,3,"100.0%",84852.18
"WY","13","Bachelor's degree",252,14,"100.0%",18566.136
"WY","25","Bachelor's degree",58,2,"100.0%",77622.815
"WY","60","Bachelor's degree",433,18,"100.0%",38644.164
"WY","48","Bachelor's degree",19,1,"100.0%",50621.088
"WY","50","Bachelor's degree",304,17,"100.0%",49915.3785
"WY","34","Bachelor's degree",22,2,"100.0%",32203.47
"WY","49","Bachelor's degree",31,3,"100.0%",58588.41
"WY","26","Bachelor's degree",43,1,"100.0%",46415.34
"WY","11","Bachelor's degree",567,32,"100.0%",46415.34
"WY","64","Bachelor's degree",177,8,"100.0%",47231.756
"WY","20","Bachelor's degree",40,1,"100.0%",55894.118
"WY","54","Bachelor's degree",186,4,"100.0%",3565.551
"WY","59","Bachelor's degree",25,2,"100.0%",75760.875
"WY","29","Bachelor's degree",146,5,"100.0%",29912.108
"WY","14","Bachelor's degree",64,4,"100.0%",50507.25
"WY","22","Bachelor's degree",65,1,"100.0%",10734.49
"WY","All","Bachelor's degree",11121,498,"100.0%",47540.68
"ND","52","Bachelor's degree",754,34,"100.0%",38896.92
"ND","19","Bachelor's degree",946,37,"100.0%",48305.205
"ND","24","Bachelor's degree",1971,68,"100.0%",75931.632
"ND","61","Bachelor's degree",3777,122,"100.0%",50507.25
"ND","41","Bachelor's degree",701,17,"100.0%",35655.51
"ND","33","Bachelor's degree",647,19,"100.0%",30253.16
"ND","56","Bachelor's degree",287,9,"100.0%",63276.36
"ND","62","Bachelor's degree",6283,235,"100.0%",50452.103
"ND","21","Bachelor's degree",569,24,"100.0%",65385.572
"ND","53","Bachelor's degree",545,38,"100.0%",37570.715
"ND","55","Bachelor's degree",751,26,"100.0%",47476.815
"ND","36","Bachelor's degree",773,32,"100.0%",50541.148
"ND","23","Bachelor's degree",2523,137,"100.0%",41258.08
"ND","40","Bachelor's degree",170,8,"100.0%",46466.67
"ND","37","Bachelor's degree",117,7,"100.0%",52730.3
"ND","13","Bachelor's degree",198,17,"100.0%",32203.47
"ND","25","Bachelor's degree",300,12,"100.0%",38896.92
"ND","60","Bachelor's degree",588,20,"100.0%",30056.572
"ND","48","Bachelor's degree",22,1,"100.0%",41258.08
"ND","50","Bachelor's degree",304,12,"100.0%",57761.312
"ND","34","Bachelor's degree",193,6,"100.0%",38385.51
"ND","49","Bachelor's degree",102,9,"100.0%",20629.04
"ND","26","Bachelor's degree",49,2,"100.0%",37132.272
"ND","11","Bachelor's degree",1097,72,"100.0%",49566.482
"ND","64","Bachelor's degree",291,12,"100.0%",38385.51
"ND","20","Bachelor's degree",60,3,"100.0%",27849.204
"ND","54","Bachelor's degree",504,18,"100.0%",51517.395
"ND","15","Bachelor's degree",192,2,"100.0%",49509.696
"ND","59","Bachelor's degree",305,14,"100.0%",56184.44
"ND","51","Bachelor's degree",51,3,"100.0%",48511.876
"ND","29","Bachelor's degree",149,12,"100.0%",31638.18
"ND","14","Bachelor's degree",88,3,"100.0%",54023.5
"ND","32","Bachelor's degree",80,2,"100.0%",48478.244
"ND","22","Bachelor's degree",32,2,"100.0%",61887.12
"ND","57","Bachelor's degree",141,2,"100.0%",63276.36
"ND","All","Bachelor's degree",25560,1037,"100.0%",48482.602
"MT","52","Bachelor's degree",993,30,"100.0%",53672.45
"MT","19","Bachelor's degree",780,29,"100.0%",35355.075
"MT","24","Bachelor's degree",1919,70,"100.0%",64406.94
"MT","61","Bachelor's degree",2312,93,"100.0%",47446.792
"MT","41","Bachelor's degree",529,25,"100.0%",30593.2965
"MT","33","Bachelor's degree",359,17,"100.0%",33006.464
"MT","56","Bachelor's degree",71,2,"100.0%",53672.45
"MT","62","Bachelor's degree",5223,194,"100.0%",41864.511
"MT","21","Bachelor's degree",636,18,"100.0%",52730.3
"MT","53","Bachelor's degree",411,17,"100.0%",39395.655
"MT","55","Bachelor's degree",1777,67,"100.0%",36819.3007
"MT","36","Bachelor's degree",1227,41,"100.0%",33006.464
"MT","23","Bachelor's degree",2247,99,"100.0%",32203.47
"MT","40","Bachelor's degree",136,6,"100.0%",36911.21
"MT","37","Bachelor's degree",382,11,"100.0%",54745.899
"MT","13","Bachelor's degree",797,39,"100.0%",36100.82
"MT","25","Bachelor's degree",484,17,"100.0%",61167.148
"MT","60","Bachelor's degree",1113,38,"100.0%",28308.314
"MT","48","Bachelor's degree",107,5,"100.0%",43218.8
"MT","50","Bachelor's degree",537,26,"100.0%",50507.25
"MT","34","Bachelor's degree",317,11,"100.0%",50507.25
"MT","49","Bachelor's degree",295,8,"100.0%",45621.5825
"MT","26","Bachelor's degree",148,9,"100.0%",26365.15
"MT","11","Bachelor's degree",754,69,"100.0%",32203.47
"MT","64","Bachelor's degree",539,17,"100.0%",23615.878
"MT","20","Bachelor's degree",62,2,"100.0%",30304.35
"MT","54","Bachelor's degree",196,7,"100.0%",37570.715
"MT","15","Bachelor's degree",68,2,"100.0%",129656.4
"MT","59","Bachelor's degree",261,9,"100.0%",55103.97
"MT","29","Bachelor's degree",204,9,"100.0%",20629.04
"MT","14","Bachelor's degree",128,4,"100.0%",17503.614
"MT","57","Bachelor's degree",19,1,"100.0%",76327.448
"MT","All","Bachelor's degree",25031,992,"100.0%",40405.8
"NE","52","Bachelor's degree",2057,82,"100.0%",36911.21
"NE","19","Bachelor's degree",3076,109,"100.0%",43218.8
"NE","24","Bachelor's degree",2485,94,"100.0%",73822.42
"NE","61","Bachelor's degree",5276,225,"100.0%",47457.27
"NE","41","Bachelor's degree",1361,56,"100.0%",40405.8
"NE","33","Bachelor's degree",937,44,"100.0%",36911.21
"NE","56","Bachelor's degree",634,35,"100.0%",64406.94
"NE","62","Bachelor's degree",14588,585,"100.0%",52527.54
"NE","21","Bachelor's degree",1634,64,"100.0%",58792.764
"NE","53","Bachelor's degree",2430,91,"100.0%",40791.062
"NE","55","Bachelor's degree",2002,73,"100.0%",40405.8
"NE","36","Bachelor's degree",2095,82,"100.0%",44011.409
"NE","23","Bachelor's degree",5050,245,"100.0%",37965.816
"NE","40","Bachelor's degree",748,33,"100.0%",34344.93
"NE","37","Bachelor's degree",523,19,"100.0%",48305.205
"NE","13","Bachelor's degree",344,15,"100.0%",37768.2655
"NE","25","Bachelor's degree",436,17,"100.0%",71921.083
"NE","60","Bachelor's degree",2588,108,"100.0%",37816.45
"NE","48","Bachelor's degree",218,12,"100.0%",38356.685
"NE","50","Bachelor's degree",971,38,"100.0%",47540.68
"NE","34","Bachelor's degree",520,23,"100.0%",35434.7616
"NE","49","Bachelor's degree",315,16,"100.0%",37965.816
"NE","26","Bachelor's degree",358,15,"100.0%",34801.998
"NE","11","Bachelor's degree",2093,133,"100.0%",43320.984
"NE","64","Bachelor's degree",1089,42,"100.0%",38214.7844
"NE","20","Bachelor's degree",79,3,"100.0%",35355.075
"NE","54","Bachelor's degree",510,24,"100.0%",39195.176
"NE","15","Bachelor's degree",112,5,"100.0%",36911.21
"NE","59","Bachelor's degree",238,10,"100.0%",72201.64
"NE","51","Bachelor's degree",95,6,"100.0%",43218.8
"NE","29","Bachelor's degree",632,30,"100.0%",36911.21
"NE","14","Bachelor's degree",137,2,"100.0%",56892.797
"NE","32","Bachelor's degree",113,2,"100.0%",21092.12
"NE","57","Bachelor's degree",64,3,"100.0%",51525.552
"NE","35","Bachelor's degree",112,4,"100.0%",27011.75
"NE","All","Bachelor's degree",55920,2345,"100.0%",45084.858
"VT","52","Bachelor's degree",1172,39,"100.0%",34350.368
"VT","19","Bachelor's degree",1219,45,"100.0%",35355.075
"VT","24","Bachelor's degree",1115,41,"100.0%",59039.695
"VT","61","Bachelor's degree",1341,49,"100.0%",53635.504
"VT","41","Bachelor's degree",397,15,"100.0%",28474.362
"VT","33","Bachelor's degree",1143,41,"100.0%",37132.272
"VT","56","Bachelor's degree",107,6,"100.0%",56729.86
"VT","62","Bachelor's degree",3313,128,"100.0%",49378.654
"VT","21","Bachelor's degree",433,15,"100.0%",60506.32
"VT","53","Bachelor's degree",666,26,"100.0%",49378.654
"VT","55","Bachelor's degree",1657,64,"100.0%",32203.47
"VT","36","Bachelor's degree",645,26,"100.0%",40405.8
"VT","23","Bachelor's degree",1240,57,"100.0%",41864.511
"VT","40","Bachelor's degree",175,7,"100.0%",20422.7496
"VT","37","Bachelor's degree",259,6,"100.0%",47446.792
"VT","13","Bachelor's degree",949,47,"100.0%",41258.08
"VT","25","Bachelor's degree",117,7,"100.0%",42937.96
"VT","60","Bachelor's degree",1213,66,"100.0%",30056.572
"VT","48","Bachelor's degree",133,4,"100.0%",34683.087
"VT","50","Bachelor's degree",96,8,"100.0%",24581.9821
"VT","34","Bachelor's degree",67,5,"100.0%",39717.613
"VT","49","Bachelor's degree",32,2,"100.0%",32324.64
"VT","26","Bachelor's degree",259,12,"100.0%",25931.28
"VT","11","Bachelor's degree",226,13,"100.0%",45406.8927
"VT","64","Bachelor's degree",569,20,"100.0%",38644.164
"VT","20","Bachelor's degree",9,1,"100.0%",67044.38
"VT","54","Bachelor's degree",451,16,"100.0%",32203.47
"VT","15","Bachelor's degree",110,4,"100.0%",41258.08
"VT","29","Bachelor's degree",144,7,"100.0%",41649.8212
"VT","14","Bachelor's degree",140,2,"100.0%",36100.82
"VT","32","Bachelor's degree",46,2,"100.0%",25440.7413
"VT","22","Bachelor's degree",136,2,"100.0%",28284.06
"VT","57","Bachelor's degree",58,1,"100.0%",23207.67
"VT","All","Bachelor's degree",19637,784,"100.0%",40791.062
"DC","52","Bachelor's degree",1840,84,"100.0%",58003.33
"DC","19","Bachelor's degree",4421,213,"100.0%",64406.94
"DC","24","Bachelor's degree",2017,110,"100.0%",80508.675
"DC","61","Bachelor's degree",1148,45,"100.0%",59057.936
"DC","41","Bachelor's degree",408,23,"100.0%",64828.2
"DC","33","Bachelor's degree",1909,98,"100.0%",64406.94
"DC","62","Bachelor's degree",7677,373,"100.0%",75295.996
"DC","21","Bachelor's degree",1510,68,"100.0%",73822.42
"DC","53","Bachelor's degree",893,33,"100.0%",50507.25
